RecordID,AQI,PM10,PM2_5,NO2,SO2,O3,Temperature,Humidity,WindSpeed,RespiratoryCases,CardiovascularCases,HospitalAdmissions,HealthImpactScore,HealthImpactClass
32,85.26206184,28.06782207,34.99936575,92.94475125,7.271121434,269.7368489,11.55823607,35.04849944,4.426809039,11,1,2,71.21773775,1
33,32.52579649,5.00146518,177.9387451,121.8923172,18.78077776,47.81793254,25.29359284,80.49762892,14.95956138,6,3,2,61.74304063,1
34,474.4427686,262.0602793,121.7375056,84.37167847,74.60863228,98.7663183,9.131933017,38.16721541,10.74307249,9,8,4,100,0
35,482.8160165,70.94247367,190.05681,3.825270125,59.16804195,139.3920932,38.82875159,38.17380359,9.016191514,12,3,2,100,0
36,404.1986741,63.45202478,199.7500069,197.1038714,54.0594654,254.133967,23.51015908,19.3476634,18.71456988,13,6,1,100,0
37,152.3068846,220.8106201,74.37202307,73.42315347,24.94798946,281.3139851,22.99591666,60.39062297,14.04185174,9,1,3,100,0
38,48.836057,96.00483393,59.76061282,155.7154374,33.22365952,127.7430929,35.96705724,32.03491043,13.63386147,13,2,4,63.73041313,1
39,342.1165133,151.8134077,171.671211,65.12929844,96.58850129,279.5862145,39.76024169,23.3555282,0.235119295,11,2,1,100,0
40,220.0762469,48.75331959,199.7222854,95.0033514,24.06252267,48.43772846,-0.108965537,30.40000251,17.30142983,13,8,3,100,0
41,61.01911742,287.9237164,125.9282468,77.69272852,90.16454233,47.05568757,30.52665716,32.59838414,15.86600955,12,13,2,86.94719163,0
42,247.5884551,255.47442,159.0281445,68.5078459,58.05315045,284.7752459,-1.884025234,55.36751105,5.978837559,6,4,3,100,0
43,17.19426056,259.1368869,156.3491718,4.370275442,12.32964664,152.9040401,12.85217265,44.73307329,5.84226825,8,3,2,77.75099305,1
44,454.660201,122.0321246,71.06794164,72.00418757,46.73123782,55.77235061,-4.990729783,16.79412529,1.069569201,13,3,3,100,0
45,129.3899908,228.7083641,114.8540761,177.8979981,94.85487174,146.3971112,21.16854892,58.24257246,1.017128475,12,3,4,100,0
46,331.2611422,43.16284662,166.6113883,138.0786677,41.85655981,234.9633466,13.42590817,80.89727064,13.37189027,11,5,2,100,0
47,155.855538,2.585700778,137.6227753,29.08457182,86.33865648,248.0761097,21.43494742,61.68116448,3.724752258,6,8,1,100,0
48,260.0340106,5.991879773,4.232762796,118.2310009,25.64286947,259.190777,23.89803763,97.7086227,18.470957,8,3,3,100,0
49,273.3551397,175.9805212,67.34113378,178.446172,57.09221518,170.8712709,20.9716125,18.92351873,16.84808856,8,6,1,100,0
50,92.42722776,136.6184716,28.89513932,140.0068082,84.38520582,260.0838043,4.70145613,83.90371031,6.977703201,16,6,5,90.81340692,0
51,484.7923139,155.4046047,46.59444242,29.73687847,92.06884412,153.0090626,31.84795786,55.51234029,7.601371036,14,6,1,100,0
52,387.5664117,2.238942125,181.0978955,173.5664993,48.58233672,182.1179707,17.58430997,56.94356598,6.545531217,7,7,2,100,0
53,469.7494708,126.8059859,7.378657782,60.30880266,63.96881021,227.6159407,14.49255866,56.71899412,1.847898264,8,4,2,100,0
54,447.4136752,215.4204484,43.96014239,90.81522886,0.298013078,127.6305878,39.35319021,39.27869451,0.628603153,6,7,1,100,0
55,298.9499894,132.8081106,61.91387045,105.2285519,25.32233075,22.07444614,4.175395335,39.20995128,9.042663167,11,4,3,100,0
56,460.9371175,219.6657619,123.3768144,170.1013209,27.87121037,105.0499071,16.40151524,66.8660056,18.86080229,10,5,1,100,0
57,44.24625103,69.90568932,106.820338,186.321499,9.349301165,187.183265,24.11622893,14.02885768,18.34498642,8,5,2,77.32339254,1
58,97.99143121,243.9426013,43.65389657,185.9305756,27.96950134,57.69971089,-3.738703353,62.99074408,16.19677482,7,5,5,87.66106895,0
59,22.61364446,176.5293721,32.84821344,1.590836256,32.11220331,44.51560905,7.711986207,75.21316464,12.57189855,11,9,4,36.2087337,3
60,162.6651654,63.22892983,47.35960692,184.3776971,96.87660396,87.92416338,30.0844358,42.06936641,17.12444813,7,4,0,94.30793603,0
61,194.3386448,71.01614276,100.5059253,10.8773932,66.86023806,9.633438683,1.83791173,29.56212455,10.30137035,10,4,1,90.29152378,0
62,135.6745159,188.4091394,54.23555714,53.15473136,42.60050794,223.0268694,14.66451825,29.20482215,3.60320266,10,4,3,99.22517956,0
63,414.3687546,248.981878,189.5205003,102.9975709,98.80544607,77.61468066,21.5315303,17.3655688,13.68340696,13,6,1,100,0
64,178.3766633,124.6883346,92.77304429,95.9851378,15.32323202,37.27151899,23.55811767,18.07473873,18.4129207,6,4,2,96.52971668,0
65,140.4672548,77.49012874,11.75920331,120.9419588,47.60511939,209.7388248,26.4155221,25.00190814,0.392101948,9,7,1,86.34898311,0
66,271.3480416,260.1034821,145.8532812,95.88924575,64.7062207,252.8784038,33.29886585,11.72556145,5.028881044,13,4,2,100,0
67,70.46211249,200.7804875,65.76905764,186.8751359,5.558063448,5.962678759,9.642972152,33.96118668,5.308763825,11,6,1,73.18459187,1
68,401.0984904,134.4256462,130.6977864,48.10976964,71.69988581,70.07993122,25.3315963,37.57616463,1.980790772,14,4,4,100,0
69,37.27532184,146.3700586,55.9188741,54.80493881,9.986735292,283.5696975,26.60873239,99.5699128,4.509884428,6,8,1,69.78424678,1
70,493.4434683,61.27694038,114.1487483,184.1475871,14.02823086,115.5762408,5.013706506,99.25189639,7.679641558,9,0,1,100,0
71,386.1223846,188.040789,154.430501,15.34790275,15.96895125,281.577619,38.40789751,26.83439622,18.7967085,5,6,3,100,0
72,99.35784077,107.6227532,185.6017484,121.9121644,92.88898267,82.26376151,33.26095868,29.17289423,17.20531538,11,8,3,100,0
73,2.761058562,298.693553,52.22542889,136.3471904,68.32355451,65.42029067,4.493066435,54.27157335,18.92012449,13,5,2,63.56502493,1
74,407.7307142,144.0550546,66.9713902,101.1083447,65.54275011,64.23252352,23.75343383,23.39059004,2.411435534,8,7,1,100,0
75,353.4286719,145.7656819,92.85328406,138.8463758,55.54934965,25.56859813,25.89003172,55.36354673,0.560969232,20,7,5,100,0
76,364.503584,169.7555362,185.4349675,34.5509292,29.28059987,268.9296866,11.57418181,45.94507343,2.197663288,10,3,1,100,0
77,385.6351733,275.0268009,180.2773714,170.5264466,62.08897046,293.9505068,33.1871643,39.21606019,18.2859127,5,2,1,100,0
78,37.02232587,240.24543,17.97565602,28.00513789,41.01497199,286.3526422,24.51146768,84.03446537,3.149772771,11,5,1,70.82983654,1
79,179.2328643,135.3390209,26.38596515,80.16248886,14.54161501,255.6084419,22.90773426,84.530593,11.45273413,7,8,0,100,0
80,57.93452976,215.6097798,99.10183547,15.05152026,68.95972903,254.0663723,1.042018614,98.91005203,4.551647397,8,7,3,88.84179641,0
81,431.5517129,175.8706496,21.32385456,109.0422158,12.95821679,198.3256402,10.39211557,30.07793027,0.412708498,3,1,2,100,0
82,311.6490634,147.7101146,69.11617467,133.9491615,19.0668581,247.8641136,11.69612446,89.94497474,1.692426843,9,2,1,100,0
83,165.4490124,57.69473184,29.67707564,188.244327,81.76993118,62.5027093,26.68305483,58.40613367,14.19594046,13,6,1,88.45884247,0
84,31.77917514,139.180879,127.208071,147.8672392,66.01170961,116.3737891,20.91972726,63.23134882,3.64732904,15,3,2,77.38979015,1
85,155.4911609,73.74557611,189.8990863,108.2205833,63.09911542,192.250888,-5.706970469,90.66638929,4.582784109,11,11,1,100,0
86,162.591661,274.452645,199.3467541,186.5234034,41.82027843,262.4313998,5.384897594,94.83677167,7.545130016,18,8,3,100,0
87,364.8030892,100.622044,75.0482265,95.68736761,39.62805182,198.1408387,13.65237522,75.41301319,13.1448312,10,3,2,100,0
88,318.7787357,285.6792044,119.8025274,112.2411306,69.02626092,251.7065875,26.83664729,41.30581887,9.387447859,12,6,4,100,0
89,443.6063713,159.916587,171.2535307,119.2197055,74.00055386,142.1848548,27.1784565,54.07011907,18.89220432,11,6,5,100,0
90,236.1074626,189.4633136,23.49241456,81.99594518,51.02132024,215.1911213,14.52716543,65.35484776,8.683643815,11,10,1,100,0
91,59.79712297,162.8821333,137.9128822,167.6965381,96.92692443,293.9942419,-4.153380887,84.57760351,3.982618404,12,7,2,100,0
92,356.6223936,38.81418509,81.76873235,37.03518777,95.56995589,46.04656714,4.645170169,69.21529348,10.72285679,8,8,3,100,0
93,380.3925243,112.7463657,41.22923206,110.9684381,41.242949,278.0762077,2.734619112,42.8902855,9.017792302,10,3,1,100,0
94,280.6385988,29.74383368,80.55072375,144.4466512,82.06222543,156.7091844,29.05132052,47.60924062,15.74276677,6,4,1,100,0
95,385.48359,186.8862133,15.19205739,180.7952344,54.32678416,192.9654092,-1.0006843,14.53939318,18.70242461,13,1,5,100,0
96,246.8977982,134.0622586,139.0814297,176.7836793,51.17558876,263.3607021,13.24606112,93.18410744,16.72590456,12,4,1,100,0
97,261.3664147,233.3954915,50.54853375,101.7480579,5.496406138,122.8962518,23.53594018,17.9307112,7.780794499,13,6,4,100,0
98,213.7705092,66.1411443,62.28112901,128.6322902,57.39747105,125.6077725,38.23930765,62.19377116,4.322322446,7,3,2,100,0
99,12.70956337,49.36981753,24.21625965,78.84754723,90.05779306,158.1545509,39.96202901,88.44866931,18.28977874,8,4,0,38.88361177,3
100,53.9457135,121.8996693,172.9318228,93.63555258,78.01338492,5.730625349,37.64610718,47.87787246,7.718793029,8,6,3,74.52908756,1
101,15.71459284,277.975615,98.68885586,181.2531585,78.63171447,148.9998543,25.91211726,82.01129388,15.40413247,10,5,2,87.14078504,0
102,318.2052056,213.1265445,114.4293756,186.1407986,15.99290386,87.3261795,27.32204165,82.34344717,19.79054682,17,4,2,100,0
103,157.1779905,125.6770874,113.8865366,179.0828116,35.84494471,278.3862547,27.96050488,15.38614347,11.54885363,5,3,0,100,0
104,254.2853456,155.1816509,82.09862291,27.67417236,23.32049167,26.32058963,33.13024383,47.09293532,9.597609367,7,9,5,100,0
105,453.783237,25.26390335,38.50598309,170.0168043,31.59152825,137.7961386,37.58927314,72.1922938,13.99741565,7,9,0,100,0
106,124.6461146,295.3727689,149.0265497,189.6727462,57.95393435,284.2404511,12.28530723,48.01181582,3.878619616,8,8,3,100,0
107,205.1914615,199.9221914,25.41125307,72.24993891,36.47838134,270.3105751,10.8255439,59.06505234,9.764794776,11,2,2,100,0
108,377.7755693,85.62122054,20.77475806,103.7292579,56.06978175,210.4045327,13.02322312,63.50121141,6.246615142,15,6,4,100,0
109,114.3990827,175.7425183,142.0290075,155.8190512,43.85012483,176.8083156,22.99085857,23.61064391,3.284557414,13,4,2,100,0
110,38.48995491,32.84470982,41.76740409,112.4156275,28.66155584,84.21928114,28.77226981,47.07830855,12.20273098,7,6,1,42.23275689,2
111,144.8757265,289.7510006,61.35455027,198.6967043,9.540343421,110.0871338,33.52721955,12.56168995,11.51412171,11,3,4,100,0
112,80.61064363,52.43549637,95.0454934,91.14267303,89.18384573,27.04045943,12.81053771,23.46634749,15.22407199,7,4,3,63.31161645,1
113,464.8488262,194.4090954,89.87026335,142.7885422,1.1373366,235.8324893,8.168631309,56.1028657,17.45940248,11,8,1,100,0
114,404.0601898,73.63633876,141.715825,158.518228,0.165248814,97.16093037,39.16763074,61.62273981,4.40751972,7,6,2,100,0
115,316.7018783,215.2684148,124.6863587,98.82008315,82.67977398,200.3345697,1.59438105,23.16109659,15.59405304,6,4,5,100,0
116,435.7302951,233.0464102,128.8792325,171.3967611,99.68109403,107.2784332,1.100241763,78.00573432,7.347703215,15,3,1,100,0
117,401.8360384,202.0259187,142.8108661,109.2309182,72.71028277,139.2991324,25.77037274,43.56890991,12.57611204,8,7,1,100,0
118,93.28502944,184.3498381,58.52254548,82.33015936,1.527383806,166.5007417,-1.01713522,92.85849359,17.00480055,7,3,4,82.28507777,0
119,446.2794992,267.7407282,64.46666236,21.56473477,22.66902267,240.5557225,9.970449987,44.8896451,5.123702306,9,7,2,100,0
120,269.671121,23.5880133,87.59954958,78.68271527,97.18227003,63.34691326,4.619341116,23.48298788,12.01922568,9,4,2,100,0
121,403.7200776,99.27442973,61.49243461,146.7872909,80.86042522,119.629616,-1.564477162,78.21734128,9.606377544,11,9,1,100,0
122,448.04565,74.48624389,196.9875738,184.2572823,56.67998438,39.02447157,18.98536195,61.10207204,15.81154587,10,6,0,100,0
123,159.0017375,296.4041886,162.8103853,50.33588077,23.68607094,22.72815148,8.675574538,44.80193514,13.94482598,9,4,2,100,0
124,55.02596226,116.8169339,32.93093765,71.04710347,1.437020593,181.4023069,13.11170864,42.03614471,15.39263672,11,2,1,58.66724439,2
125,113.9675813,219.7838098,1.118831176,30.79219882,2.086147264,56.72731331,-0.206849759,23.56920762,5.758862592,18,2,2,64.97107953,1
126,213.5538943,205.4175492,8.556653649,138.1445788,61.19808635,17.93980258,28.39334013,40.67511647,14.08712588,8,5,2,100,0
127,409.007383,63.62437124,48.81269021,192.037686,2.183187635,269.1293794,5.735604173,12.64097269,12.11611749,7,6,2,100,0
128,430.3652916,71.69930406,22.85825717,128.190444,99.36301419,160.2943259,7.135908951,55.21617227,9.133609121,3,5,2,100,0
129,3.476065266,84.38536907,106.667623,123.415306,18.33838335,40.38846222,2.607698105,90.70513676,7.566873807,11,7,4,47.60344848,2
130,255.3736513,123.3381835,171.5990445,110.6979861,71.07073619,16.02783823,11.72017861,81.57977166,6.632000616,14,8,0,100,0
131,208.7055016,70.2975197,147.3500442,17.69114814,15.50597214,35.95801602,13.17883136,12.56690775,0.193487226,8,3,5,100,0
132,111.0539052,5.895444824,43.12181262,145.9007653,54.00934211,141.4011721,16.48334582,89.31342936,3.391171026,10,5,1,72.96701358,1
133,59.93268367,263.817917,79.85985121,120.4099087,8.061128847,200.5395766,38.3784141,50.7092346,1.179564244,8,6,2,90.8536731,0
134,168.8075857,289.6829494,101.5788419,132.2953538,76.67784245,192.3840225,35.2345904,27.18023189,16.96715085,14,9,2,100,0
135,471.454852,102.4711161,162.0411699,179.7622186,58.49210947,43.32692588,20.46963155,77.71707597,17.20177741,10,2,4,100,0
136,161.601466,101.5520638,167.8243206,156.7921574,8.61666934,190.0466856,-8.054826612,39.05861952,16.92386673,7,4,3,100,0
137,259.3953109,2.127543832,181.9436624,156.1830504,84.85861892,121.4596873,20.61301704,32.79865808,16.35839529,10,4,3,100,0
138,351.5094794,204.0752065,101.8490501,185.4367538,54.70186148,139.4231353,-5.516569662,24.51865661,4.426609071,11,9,1,100,0
139,181.8148012,247.6319687,138.8549493,197.9869903,92.159231,240.4291219,25.51721193,53.79597162,9.83572349,13,7,1,100,0
140,485.8910414,43.98249011,22.36007425,116.2565464,91.66233737,99.7498118,9.503882329,18.40545996,18.15687544,11,9,1,100,0
141,481.2236475,47.89990481,113.057792,21.77632321,92.05077895,44.09971415,31.88482458,80.70518162,15.19563588,13,8,0,100,0
142,125.8911479,237.024975,49.73836189,91.82598156,7.77852002,262.0359401,37.12646226,52.3607119,0.036405719,10,6,2,100,0
143,248.6242529,184.8872245,86.34337701,157.5202293,12.09577618,63.63917276,10.85551707,50.22787751,9.188531528,8,5,1,100,0
144,150.4391549,13.45816729,126.8101017,5.545064952,98.77058097,88.20896117,13.02776477,10.16685608,0.213403985,10,10,1,85.49145676,0
145,142.4202472,186.7640971,51.39718757,11.37748767,48.76008214,211.9770177,19.50737905,83.60774743,5.61322094,11,5,4,95.19934603,0
146,18.44347368,92.67531685,10.43701156,13.43155648,23.82140528,205.0650951,-0.143363907,54.35533531,8.715248825,7,2,2,39.50011728,3
147,304.782167,110.6175466,2.046771282,146.2071517,76.96644885,240.1200064,36.36664204,49.59050678,17.85798585,12,3,1,100,0
148,251.3395116,230.9194255,4.431907109,100.2333257,26.42852212,55.15999243,11.64999633,78.52463968,13.08768568,8,2,3,100,0
149,25.73937562,243.2805578,1.669947503,73.7795887,72.7215688,105.683968,-1.658983204,15.66086942,7.24969131,9,4,2,53.68675667,2
150,139.3232321,120.1069881,22.07101131,21.12340905,83.72857778,37.76497169,28.13659167,43.00124105,9.813098049,10,6,5,66.39965318,1
151,454.132943,284.1458808,47.89774291,146.44805,78.42633773,162.3117442,0.957568622,61.81605618,16.34778977,10,7,1,100,0
152,119.7809453,121.9388154,44.24430284,64.20396211,27.40478082,87.77117776,-2.823536246,51.45198065,5.993111982,6,5,2,73.38629995,1
153,72.44743605,231.5508106,197.3593188,53.06481401,40.16185741,206.6806923,18.14360377,26.34750009,12.30069551,6,4,1,100,0
154,244.7263801,145.1631794,61.20122104,130.4638403,41.32510032,0.103310395,23.57476276,36.93488569,5.244937678,9,6,0,100,0
155,492.8252271,269.259698,25.48415667,111.8021785,49.12729181,17.90489954,18.47813703,37.01805019,9.599268744,11,2,4,100,0
156,121.0276358,272.3283731,109.1125088,72.48212836,16.73728515,129.7680902,22.82553245,99.27737225,0.493170071,8,9,0,100,0
157,336.0677737,26.22504236,171.5914911,128.2974942,45.24700504,287.4552468,-4.223799385,39.35774069,17.04550639,11,8,5,100,0
158,380.8098077,280.9479994,135.6120754,54.24430408,51.07829905,267.2554162,13.80090189,28.46638563,0.96697663,13,4,6,100,0
159,118.818772,247.6604525,59.21641783,158.9660523,53.17089966,298.2027084,7.850932204,84.03734378,4.487209997,13,3,2,100,0
160,364.1081743,237.3932143,112.323232,45.86379006,81.990043,125.0490675,38.66843081,47.90541295,6.670237579,7,6,0,100,0
161,183.8915664,60.27340191,142.9711948,31.76753908,51.73344985,13.97054588,-7.518803291,49.9477325,12.50322234,9,5,0,96.7003091,0
162,316.1529153,241.5357626,145.6208985,156.4878819,23.07839225,91.78684261,4.914710153,59.40001571,14.40066931,12,6,3,100,0
163,316.7648554,255.0398204,133.3076911,141.5784061,66.31287382,202.7312557,37.0931097,63.61202775,1.609020846,8,3,2,100,0
164,267.887342,86.74510034,174.162085,36.52779514,79.73141441,40.54914293,39.17480916,63.15000404,0.869309718,11,7,3,100,0
165,45.14488503,285.6780235,174.0210917,23.24915054,31.93716664,89.99165363,31.24508039,13.10497502,15.97979773,12,8,3,87.47518104,0
166,417.6512478,14.95804392,115.7873119,167.6798177,64.5305929,16.84984936,-6.200087799,83.69581896,14.24333068,11,6,0,100,0
167,160.3900325,44.97277597,85.97127382,155.3196964,14.69379959,142.4901115,18.06775142,27.53675372,16.63100709,12,2,0,98.58927496,0
168,93.2592552,161.2743414,128.3140591,65.45147474,34.19263046,62.67620331,10.00614963,36.3107915,13.5307653,13,6,1,83.11357611,0
169,20.38757078,172.7377413,163.6424003,131.6394816,90.92239295,27.37440807,30.32262838,25.6086568,15.02024541,12,9,2,74.29889035,1
170,295.4464716,193.545025,1.130420968,24.83203731,91.13081632,123.3647428,-7.248788221,79.03689918,7.580767661,7,5,1,100,0
171,338.7821809,5.090738795,198.3994018,101.4095318,57.53245787,105.3676213,-0.143562418,62.52921934,11.80368641,9,8,0,100,0
172,8.293914464,288.1100324,36.57875447,3.746058412,70.23514609,161.2553211,14.45975331,77.97665375,16.10784686,10,7,2,57.09844372,2
173,256.0465291,13.37642782,94.04979713,78.32037618,85.40154152,224.7115966,-2.117616853,68.80585649,3.442350688,4,1,1,100,0
174,113.2478876,42.91858582,174.405947,14.96856429,95.85531853,33.77062093,24.63575713,19.3742771,8.456459217,4,3,4,81.15948789,0
175,322.5863952,4.204355258,45.00807981,95.02943603,48.98864403,237.3376771,31.03836106,37.13497983,14.80979537,15,7,2,100,0
176,87.1832145,170.05753,95.35904478,84.33632937,56.15757366,7.886993963,25.22599468,55.65386436,10.65273144,13,2,1,72.46880102,1
177,345.4688691,279.6800652,26.51643604,88.87700533,41.56415666,132.9305707,12.01418568,37.44505283,13.63314906,14,4,1,100,0
178,193.3676732,199.7841498,79.01526508,9.06626041,7.198193706,176.2290861,33.91938331,28.6573514,5.857383918,9,4,2,100,0
179,468.3649944,246.7972405,35.42709096,72.32326826,42.28034724,287.0996019,-3.115693414,88.28307722,0.646849026,10,3,2,100,0
180,68.76047207,3.984361038,72.72554975,151.2967698,79.06273394,172.1769081,3.016929195,77.30053077,0.582915595,4,6,3,71.69219992,1
181,170.5331755,162.6045895,74.69284336,73.78287467,80.4885498,47.62475798,14.47698426,41.06980545,18.85562353,6,4,1,96.85754065,0
182,56.73676062,137.8688933,198.6341579,143.0343905,89.23771146,155.2625416,-6.933070056,78.85111264,18.89080088,9,5,3,100,0
183,462.3468091,149.6903833,198.9626059,73.89574473,5.146670518,118.7351842,-5.215710922,66.47847566,4.225646799,7,4,5,100,0
184,438.6696767,21.6639556,22.95725573,84.6478883,52.71545896,143.8066703,9.872168586,10.34071603,2.949313159,11,2,0,100,0
185,128.9708139,205.3306083,145.1937559,112.7784226,10.74244879,59.1291044,37.19431484,44.22358234,0.362796678,12,3,2,100,0
186,329.992023,150.9661245,10.34909593,190.1363874,20.07421832,150.2481127,35.42068466,36.14387493,4.625137126,7,4,0,100,0
187,408.6111001,229.544655,6.038403067,21.77208933,90.02165024,45.01192929,13.29874291,29.61177595,6.687028823,9,3,1,100,0
188,277.6004058,145.5871902,21.06677885,6.582753732,49.67912584,223.2129242,-2.892072774,32.64304547,4.824852673,9,1,2,100,0
189,264.8252892,44.81449087,193.0971314,121.5914368,75.85449209,178.1718781,-1.094617202,94.81283619,15.94768281,13,6,3,100,0
190,120.9261455,194.4770862,188.1727096,189.8194178,6.438410593,23.55830748,8.87730273,53.76853612,14.98860999,12,4,0,100,0
191,46.5513839,51.71590863,38.78556406,197.9446265,41.68265039,266.8843404,0.503709754,86.29378464,1.620282894,6,6,4,75.35494842,1
192,448.607879,261.718369,32.33446711,96.83284948,67.42402807,184.9138814,-5.85122028,29.27954369,13.94643216,15,5,2,100,0
193,450.2090286,183.9348717,48.1070173,93.61632422,13.34064813,94.83211654,23.68887418,25.69634197,10.4117024,13,5,2,100,0
194,316.5507286,47.16116507,103.1093988,128.9927541,32.58178791,13.69271986,19.07243189,89.99106295,2.643322127,12,9,2,100,0
195,169.5148955,288.7014172,113.9409264,111.1269514,6.454780502,189.6680087,4.564837899,54.61342172,14.79070861,12,6,1,100,0
196,174.6047873,155.509639,44.31868609,126.8176115,65.13399409,112.0320784,28.94741913,90.56369128,1.720911303,11,6,2,100,0
197,362.9778394,21.86953556,151.3245576,174.7998851,97.08912591,272.2854315,28.79744439,15.67259676,3.543013316,9,4,2,100,0
198,448.55513,188.0498713,61.91063388,149.2612339,82.70454911,10.46334981,14.55009851,92.479197,2.984529631,17,6,1,100,0
199,443.5432121,75.9596721,184.4262651,99.37547834,97.46231168,11.7307306,-5.173372224,47.39007847,18.78066808,6,5,4,100,0
200,389.9377729,241.1080356,131.3445413,92.3728918,84.56047951,284.7897861,35.92347001,23.98334387,13.96312006,7,10,2,100,0
201,321.0158231,245.3466221,87.27023886,127.9203497,85.51958062,289.4621837,23.43302618,71.50444205,8.225718583,14,12,1,100,0
202,42.0699825,293.6842068,157.9824003,91.14125688,57.71771954,8.322668032,2.352540958,81.7212415,16.44408302,6,6,2,85.47834276,0
203,80.81435705,150.5608593,163.5829252,91.55587025,51.82523114,214.8099705,20.52272735,14.26372548,4.31918819,14,1,1,100,0
204,449.2770943,136.4870639,58.09632112,3.261180357,40.62542664,66.4484557,10.25107479,98.8476377,18.62186558,9,3,1,100,0
205,303.2145298,226.0426816,67.94290877,34.81282748,81.8094895,210.4178299,21.76748199,72.73241986,13.93994642,11,3,3,100,0
206,4.598525808,39.7411969,187.1910307,97.702728,18.20676123,260.619839,13.69354479,38.92617925,11.19161282,9,3,0,78.29022046,1
